Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Equipe Dédiée),Custom field (Criticité),Custom field (Eng. Documentation),Custom field (Engagement DIAGNOSTIC),Custom field (Engagement CR),Custom field (Engagement TEST),Custom field (Eng. TEST Supplémentaire),Custom field (Eng. Vérification données),Custom field (Eng. Test P3),Custom field (Eng. Test P2),Custom field (Eng. Test P1),Custom field (Team),Σ Remaining Estimate,Σ Original Estimate,Custom field (Estimation Test),Remaining Estimate,Original estimate,Resolved,Custom field (Story point estimate),Custom field (Story Points),Custom field (Development),Custom field (Eng. Développement P1),Custom field (Eng. Développement P2),Custom field (Eng. Développement P3),Custom field (Engagement DÉVELOPPEMENT),Custom field (Provoqué Par),Custom field (Provoqué Par)Id,Custom field (Scope),Reporter,Reporter Id
Xray Test,AWA-12019,58007,[TC][Migration Postgresql][Passage commande Noramle] Vérification des l'application de gratuité,Asma Ayari,5d0a4409307c2e0bc4038d00,Déployé,08/Dec/25 11:29 AM,équipe support et maintenance,,,,,,,,,,,,,,,,,09/Dec/25 8:11 AM,,,{},,,,,,,Migration vers Postgres,Asma Ayari,5d0a4409307c2e0bc4038d00
Xray Test,AWA-12018,58006,[TC][Migration Postgresql][Passage commande Noramle] Vérification des totaux du panier,Asma Ayari,5d0a4409307c2e0bc4038d00,Déployé,08/Dec/25 11:20 AM,équipe support et maintenance,,,,,,,,,,,,,,,,,08/Dec/25 12:52 PM,,,{},,,,,,,Migration vers Postgres,Asma Ayari,5d0a4409307c2e0bc4038d00
Xray Test,AWA-12017,58005,[TC][Migration PostgreSQL][Calcul Daily] – Rapprochement complet Novembre 2025,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4,Déployé,08/Dec/25 11:14 AM,équipe support et maintenance,,,,,510,,,,,,,,,,,,10/Dec/25 2:54 PM,,,{},,,,,,,Migration vers Postgres,Ichraf Moula,557058:7e9bddf5-d3f4-4d98-8472-c5462d54b4a4
Bug,AWA-12016,58004,[Migration PostgreSQL] [Système] Problème de sensibilité à la casse dans la recherche et l’authentification des logins,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,08/Dec/25 11:11 AM,équipe support et maintenance,🔴 Critique,,,5m,20m,,,,,,,1800,1800,,1800,1800,16/Dec/25 3:31 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-16T12:58:40.424+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20m,,,Migration vers Postgres,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Xray Test,AWA-12015,58003,[TC][Migration Postgresql][Passage commande Noramle] Vérifier les labels dans le panier,Asma Ayari,5d0a4409307c2e0bc4038d00,Déployé,08/Dec/25 11:07 AM,équipe support et maintenance,,,,,15,,,,,,,900,900,,900,900,08/Dec/25 12:18 PM,,,{},,,,,,,Migration vers Postgres,Asma Ayari,5d0a4409307c2e0bc4038d00
Bug,AWA-12014,58001,Impact alerte Bonus Box / Impossibilité de supprimer les commandes conseillers ,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,08/Dec/25 9:59 AM,équipe support et maintenance,🔴 Critique,,,5,,,,,,,,3600,3600,,3600,3600,09/Dec/25 8:17 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-08T17:08:01.863+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,75,Wael Dghaies,6149e14a72728e006f96a35e,Bonus Box,Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-12012,57999,[Produits] ajouter une nouvelle catégorie et des sous catégories ,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,08/Dec/25 9:03 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,08/Dec/25 10:28 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-08T09:52:57.885+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-12011,57998,[Libye] : Lancement manuelle d'une génération de l'état de paie pour pays libye,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,08/Dec/25 8:59 AM,équipe support et maintenance,,,,5,,,,,,,,10800,10800,,10800,10800,08/Dec/25 3:08 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-08T12:57:31.135+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,3h,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Bug,AWA-12008,57825,[Tous pays] : [BonusBox][Tous pays] : Paiement avec BonusBox à travers “Paiement commande” / Informer l'admin par un email / Tester sur l'état de paiement de la commande ( pour la 2e fois),Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,06/Dec/25 10:55 AM,équipe support et maintenance,🟠 Majeur,,,5,,,,,,,,1800,1800,,1800,1800,09/Dec/25 8:17 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-06T11:58:48.172+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-12007,57824,[Libye] : AJout montant Bonus Box + Numéro de Tel pour les partenaires libyens qui n'ont pas configurés le Bonus Box,Haythem Ben Khlifa,712020:638f1130-b998-4f2a-8828-0465fc109e6e,Terminé,06/Dec/25 10:39 AM,équipe support et maintenance,,,,1m,,,,,,,,1800,1800,,1800,1800,16/Dec/25 12:27 PM,,,{},,,,30m,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Exigence,AWA-12005,57788,[BonusBox] Ajout de filtres pour optimiser la génération d'état manuelle et les paiements,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,06/Dec/25 2:17 AM,équipe support et maintenance,,,,15,,,,,,,,21600,21600,1h,21600,21600,13/Jan/26 8:11 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=9}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":9,""lastUpdated"":""2025-12-19T14:23:06.811+0100"",""stateCount"":9,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":9,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,1440,,,Bonus Box,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Support,AWA-11999,57750,[tn] et [ly]Bon d'achat à supprimer,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,05/Dec/25 4:42 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,05/Dec/25 6:57 PM,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T17:16:41.000+0100"",""dataType"":""repository""},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,30,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11998,57749,[TN] [ly]Insertion bon d'achats dans le système / Correction Actions,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,05/Dec/25 4:30 PM,équipe support et maintenance,,,,5,,,,,,,,600,600,,600,600,05/Dec/25 5:03 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-15T09:27:38.588+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11997,57748,[Tunisie] : CHANGEMENT DES AJUSTEMENT Bonus boX == bonus mensuel 05 / 12,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,05/Dec/25 4:20 PM,équipe support et maintenance,,,,5,,,,,,,,9000,9000,,9000,9000,08/Dec/25 4:23 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-15T09:27:38.588+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,120,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11995,57711,[tn]Bon d'achat à supprimer ,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,05/Dec/25 12:58 PM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,05/Dec/25 6:58 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-05T15:57:22.613+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,15,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11994,57710,[TN] Insertion bon d'achats dans le système / Correction Actions « Gamme miracle» ,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,05/Dec/25 12:52 PM,équipe support et maintenance,,,,10,,,,,,,,600,600,,600,600,05/Dec/25 7:00 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-05T15:55:00.204+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,18,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Story,AWA-11991,57545,Afficher une alerte pour les partenaires éligibles n’ayant pas configuré leur Bonus Box,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,04/Dec/25 11:19 PM,équipe support et maintenance,,,,2,,,,,,,,3600,3600,,3600,3600,08/Dec/25 4:57 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=3}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":3,""lastUpdated"":""2025-12-05T14:58:29.691+0100"",""stateCount"":3,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":3,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,150,,,Bonus Box,RIADH REZIG,557058:8923b8db-d348-4312-899b-d627ba94cfed
Support,AWA-11990,57478,[Tunisie]: Changement type d'activité de ajustement entrant vers bonus mensuel,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,04/Dec/25 1:15 PM,équipe support et maintenance,,,20,0,,,,,,,,13200,13200,,13200,13200,04/Dec/25 3:40 PM,,,{},,,,20,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11989,57445,[TN] Action de Relance des partenaires bloqués ,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,04/Dec/25 12:13 PM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,04/Dec/25 4:54 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T11:40:36.782+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,37,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11988,57444,[ UAE ] : Forçage grade vers animateur junior id = 1082652,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,04/Dec/25 11:24 AM,équipe support et maintenance,,,,5,,,,,,,,900,900,,900,900,04/Dec/25 3:58 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T11:40:36.782+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,13,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Support,AWA-11986,57383,[TN] Insertion bon d'achats dans le système / manquant 27-11-2025,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Dec/25 4:51 PM,équipe support et maintenance,,,,5,,,,,,,,600,600,,600,600,04/Dec/25 9:07 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T11:40:36.782+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,7,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-11985,57348,[TN] Insertion bon d'achats dans le système / Actions « Gamme miracle» 03-12-2025,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Dec/25 4:05 PM,équipe support et maintenance,,,,5,,,,,,,,600,600,,600,600,03/Dec/25 4:40 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T11:40:36.782+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,7,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-11984,57315,[Helpdesk][Algérie] Compte Super admin / DZ12345678932,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,03/Dec/25 3:06 PM,équipe support et maintenance,,,,5,,,,,,,,600,600,,600,600,04/Dec/25 3:20 PM,,,{},,,,10,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Bug,AWA-11983,57312,Les chèques ne redeviennent pas disponibles après suppression des commandes associées,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15,En cours,03/Dec/25 2:29 PM,équipe support et maintenance,🔴 Critique,,,,,,,,,,,57600,57600,,57600,57600,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-08T16:53:48.160+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,,,souad.hamdoun,712020:464f04b4-9c98-4505-a8da-51c8dfad6b15
Improvement,AWA-11981,57310,[Tous pays] : [Prime] - [Dashbaord prime] - Changement Affichage Total prime en AC / Action Génération PDF,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Dec/25 12:10 PM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,03/Dec/25 3:43 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-03T15:20:47.098+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,20,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11980,57309,[Tous pays] Annulation des emails envoyé automatiquement chaque le 2e du mois ( le 6 pour libye) ,Nacer Benkhalifa,712020:de263b22-2db5-420a-a2d2-051a4e34a2e4,Terminé,03/Dec/25 11:53 AM,équipe support et maintenance,,,,4,,,,,,,,240,240,,240,240,05/Dec/25 11:45 AM,,,{},,,,4,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Exigence,AWA-11978,57302,[Tous pays]  [BonusBox] : L'état payé implique l'état comptabilisé,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Terminé,03/Dec/25 11:05 AM,équipe support et maintenance,,,,5,,,,,,,,3600,3600,,3600,3600,03/Dec/25 1:16 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-03T12:47:30.576+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,60,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Support,AWA-11977,57301,[LY] Insertion bon d'achats dans le système / Actions « Voucher Day’s » 03-12-2025,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Dec/25 10:56 AM,équipe support et maintenance,,,,5,,,,,,,,600,600,,600,600,03/Dec/25 11:15 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T11:40:36.782+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,8,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Exigence,AWA-11976,57300,"Implémentation de la vérification OTP pour paiement via bonus Box à travers l'action ""changement mode de paiement""",Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,En Attente de Revue,03/Dec/25 10:54 AM,équipe support et maintenance,,,,,,,,,,,,10800,10800,,10800,10800,,,,"{pullrequest={dataType=pullrequest, state=DECLINED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-19T11:42:19.539+0100"",""stateCount"":1,""state"":""DECLINED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,180,,,Bonus Box,Nourhen Landolsi,5a82bd98a08cc5310a6c8aac
Bug,AWA-11974,57298,[Tous pays] : [BonusBox][Tous pays] : Paiement avec BonusBox à travers “Paiement commande” / Informer l'admin par un email / Tester sur l'état de paiement de la commande,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,03/Dec/25 9:59 AM,équipe support et maintenance,🟠 Majeur,,,5,,,,,,,,3600,3600,,3600,3600,04/Dec/25 1:29 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-03T11:08:33.364+0100"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,60,,,Bonus Box,Yasmine Jandoubi,60b8bab6860b9f006ae4fd87
Task,AWA-11973,57296,Test et correction des impacts après la synchronisation et la résolution des conflits entre modular-postgres et la production,Wael Dghaies,6149e14a72728e006f96a35e,Déployé,03/Dec/25 9:42 AM,équipe support et maintenance,,,,0,,,,,,,,72000,72000,,72000,72000,05/Jan/26 8:14 AM,,,{},,,,882,,,Migration vers Postgres,Wael Dghaies,6149e14a72728e006f96a35e
Support,AWA-11970,57291,"[TN- DZ] : Insertion bon d'achats dans le système / Challenge ""Road to Egypt"": Bons 02/12",Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Dec/25 9:17 AM,équipe support et maintenance,,,,5,,,,,,,,600,600,,600,600,03/Dec/25 10:05 AM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T11:40:36.782+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,10,,,Demandes support récurrentes,Habib Dhahak,602996a97b23f40068416aa1
Support,AWA-11967,57287,Changement valeur palier min dans gratuité sur Prod,Asma Ayari,5d0a4409307c2e0bc4038d00,Terminé,03/Dec/25 8:50 AM,équipe support et maintenance,,,,5,,,,,,,,1800,1800,,1800,1800,03/Dec/25 4:14 PM,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-12-05T11:40:36.782+0100"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,29,,,Demandes support récurrentes,Sirine Boubaker,5f06f55107efc40028e47d60
Xray Test,AWA-11966,57286,[BonusBox] -Security – Tentative de soumission du paiement BonusBox sans OTP (bypass du front),Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c,Déployé,03/Dec/25 8:37 AM,équipe support et maintenance,,,,,,,,,,,,18000,18000,,18000,18000,10/Dec/25 10:12 AM,,,"{branch={count=1, dataType=branch}, json={""cachedValue"":{""errors"":[],""summary"":{""branch"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-02T16:52:52.000+0100"",""dataType"":""branch""},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,5h,,,,Iheb Jabri,712020:adb4d067-bfee-4be7-8884-f3e26703af1c
Task,AWA-11965,57182,Création du Dashboard Bonus Box pour suivi des KPIs,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6,Déployé,02/Dec/25 4:29 PM,équipe support et maintenance,,,,0,,,,,,,,21600,21600,,21600,21600,23/Feb/26 8:44 AM,,,{},,,,360,,,Bonus Box,oussama ferjani,712020:6ab35850-0ac4-44c8-ac4b-8dc7b0c015d6
